Word,Count
REPLIES,5
REPLY,25
REPLYING,3
REPO,23
REPORT,43
REPORTED,24
REPORTEDLY,5
REPORTER,2
REPORTERS,1
REPORTING,14
REPORTS,21
REPOS,1
REPOSER,1
REPOSITORIES,12
REPOSITORY,43
REPOSTED,2
REPRE,1
REPRESENT,126
REPRESENTA,1
REPRESENTACIO,6
REPRESENTACIONES,8
REPRESENTADA,1
REPRESENTAN,1
REPRESENTANDO,1
REPRESENTAR,2
REPRESENTATION,125
REPRESENTATIONAL,4
REPRESENTATIONS,55
REPRESENTATIVE,21
REPRESENTED,53
REPRESENTEN,1
REPRESENTING,40
REPRESENTS,74
REPRESSED,1
REPRIMAND,1
REPRODUCE,10
REPRODUCED,4
REPRODUCTION,2
REPRODUCTIVE,1
REPRODUIRE,1
REPROGRAMMING,3
REPS,1
REPTILIAN,1
REPUBLIC,1
REPUBLICAN,3
REPUBLISHED,4
REPULSION,1
REPURPOSED,1
REPUTATION,8
REQUEST,21
REQUESTED,1
REQUESTING,1
REQUESTS,19
REQUIRE,93
REQUIRED,113
REQUIREMEMORY,1
REQUIREMENT,10
REQUIREMENTS,21
REQUIRES,87
REQUIRING,33
REQUISITE,3
REQUISITES,1
RER,3
RES,10
RESAMPLING,3
RESARCH,1
RESARCHERS,2
RESCALE,3
RESCALING,1
RESCHEDULED,1
RESCUE,5
RESEARCH,424
RESEARCHER,36
RESEARCHERS,128
RESEARCHES,8
RESEARCHING,6
RESEMBLE,14
RESEMBLES,3
RESEMBLING,1
RESENT,2
RESENTFUL,1
RESENTS,1
RESERVATION,11
RESERVATIONS,12
RESERVED,2
RESET,4
RESETS,3
RESHAPE,5
RESHAPED,5
RESHAPES,1
RESHAPING,2
RESIDE,4
RESIDENCE,2
RESIDENCES,1
RESIDENTIAL,1
RESIDENTS,1
RESIDES,2
RESIDING,1
RESIDUAL,10
RESIDUE,1
RESIGNED,2
RESILIENCE,1
RESINOUS,1
RESIST,5
RESISTANCE,2
RESISTED,1
RESIZE,3
RESIZING,3
RESNET,27
RESNETS,2
RESOLUTION,25
RESOLUTIONS,4
RESOLVE,7
RESOLVED,5
RESOLVING,12
RESONANCE,2
RESONATE,2
RESONATED,1
RESONATING,3
RESORT,3
RESORTING,1
RESORTS,1
RESOURCE,21
RESOURCEFUL,1
RESOURCES,166
RESOURSES,1
RESPECIATION,1
RESPECT,43
RESPECTED,5
RESPECTFUL,1
RESPECTIVE,7
RESPECTIVELY,17
RESPECTO,2
RESPECTS,5
RESPLENDENT,1
RESPOND,47
RESPONDED,13
RESPONDENT,4
RESPONDENTS,13
RESPONDING,8
RESPONDS,3
RESPONSE,99
RESPONSES,74
RESPONSIBILITIES,1
RESPONSIBILITY,4
RESPONSIBLE,18
RESPONSIVE,4
RESPONSYS,1
RESPOSTAS,1
RESPUESTAS,1
RESSORTENT,1
REST,58
RESTART,5
RESTARTED,5
RESTATE,1
RESTAURANT,29
RESTAURANTS,5
RESTFUL,1
RESTING,2
RESTLESS,1
RESTORATION,1
RESTORED,2
RESTRAINED,3
RESTRAINTS,2
RESTRICT,7
RESTRICTED,7
RESTRICTION,4
RESTRICTIONS,11
RESTRICTIVE,3
RESTROOMS,1
RESTRUCTURING,1
RESTUARANTS,1
RESUBMITTING,2
RESULT,216
RESULTADO,2
RESULTADOS,4
RESULTED,11
RESULTING,55
RESULTS,381
RESUME,13
RESURGENCE,7
RESURRECT,1
RESURRECTING,4
RETAIL,8
RETAILER,3
RETAILERS,5
RETAIN,8
RETENTION,13
RETHINK,5
RETHINKING,2
RETICENT,1
RETINA,1
RETIRED,2
RETO,2
RETORTED,1
RETOS,1
RETOUR,1
RETOURNENT,1
RETRACTION,4
RETRAIN,23
RETRAINED,4
RETRAINING,8
RETRAINS,4
RETREAT,1
RETRIEVAL,22
RETRIEVE,1
RETRIEVED,14
RETRIEVING,5
RETRO,1
RETROSPECT,2
RETROSPECTIVELY,1
RETURN,51
RETURNED,13
RETURNING,13
RETURNS,46
RETWEET,4
REUDER,1
REUNION,2
REUNITING,1
REUSABLE,2
REUSE,15
REUSED,8
REV,2
REVAMP,3
REVANCHE,1
REVCOR,1
REVEAL,16
REVEALED,25
REVEALING,5
REVEALS,19
REVELATION,1
REVELATIONS,2
REVENGE,3
REVENUE,21
REVENUES,3
REVERB,2
REVERE,1
REVERED,4
REVERENCE,3
REVERSAL,11
REVERSE,17
REVERSING,3
REVERT,1
REVERTING,1
REVIEW,53
REVIEWED,20
REVIEWER,9
REVIEWERS,25
REVIEWING,9
REVIEWS,186
REVISE,3
REVISED,1
REVISION,1
REVISIONS,1
REVISIT,2
REVIVING,4
REVOLUTION,33
REVOLUTIONARY,13
REVOLUTIONISES,2
REVOLUTIONIZE,1
REVOLUTIONIZES,1
REVOLUTIONIZING,2
REVOLUTIONS,1
REVOLVE,2
REVOLVED,3
REVOLVES,5
REWARD,118
REWARDED,5
REWARDING,8
REWARDS,40
REWIRES,1
REWRITE,1
REWRITING,4
REWRITTEN,2
REX,19
REXY,6
REY,1
REYNOLDS,3
RGB,13
RHUMBIX,1
RHYTHMIC,2
RIBEIRO,2
RICA,2
RICE,4
RICH,23
RICHARD,7
RICHARDSON,4
RICHARDSUSSKIND,1
RICHER,4
RICHEST,2
RID,4
RIDDLED,1
RIDE,11
RIDER,2
RIDERS,1
RIDES,1
RIDESPEAK,1
RIDGE,1
RIDGEWOOD,1
RIDICULE,1
RIDICULOUS,10
RIDING,1
RIE,1
RIEDEL,4
RIEMANN,1
RIENCE,1
RIENT,1
RIEURE,1
RIFF,1
RIFLING,1
RIGHT,435
RIGHTFULLY,1
RIGHTLY,2
RIGHTMOST,8
RIGHTS,10
RIGHTY,1
RIGID,3
RIGIDES,1
RIGIDLY,1
RIGOROUS,4
RIGOROUSLY,2
RIGS,2
RIKSBANK,1
RING,3
RINGING,1
RINGS,6
RIO,2
RIORITE,1
RIOTING,1
RIPE,3
RIPPED,1
RIPPING,1
RIPPLE,6
RIPPLES,2
RIQUE,1
RIQUES,1
RISE,36
RISEN,2
RISES,17
RISING,9
RISK,47
RISKIER,3
RISKINESS,1
RISKS,13
RISKY,5
RISTIQUES,2
RITABLE,1
RIVALS,5
RKC,6
RL,110
RMINOS,2
RMSE,5
RMSPROP,5
RNA,1
RNN,164
RNNS,61
RO,2
ROAD,36
ROADBLOCKS,1
ROADMAP,2
ROADMAPS,3
ROADRUCK,1
ROADS,14
ROADSIDE,1
ROARING,1
ROB,2
ROBBERS,3
ROBBING,1
ROBE,1
ROBERT,4
ROBIN,2
ROBINSON,12
ROBLES,2
ROBOCOP,2
ROBOT,28
ROBOTIC,17
ROBOTICS,28
ROBOTIZATION,1
ROBOTS,39
ROBOTSIN,1
ROBUST,31
ROBUSTLY,6
ROBUSTNESS,13
ROC,1
ROCK,13
ROCKET,2
ROCKETS,2
ROCKSTARS,1
ROCKTA,4
RODE,1
RODRIGUEZ,3
ROGER,2
ROGERIAN,2
ROHAN,1
ROHANKAPUR,1
ROHLFSHAGEN,4
ROI,9
ROIALIGN,15
ROIPOOL,35
ROKU,1
ROLE,71
ROLES,31
ROLL,33
ROLLED,9
ROLLING,16
ROLLOUT,14
ROLLOUTS,14
ROLLS,2
ROM,2
ROMANCE,21
ROMANTIC,13
ROMANTICALLY,8
ROMERO,2
RON,1
RONALD,2
RONS,1
ROOF,2
ROOFS,1
ROOFTOP,2
ROOM,72
ROOMBA,1
ROOMMATE,4
ROOMMATES,1
ROOMS,9
ROOSEVELT,1
ROOT,15
ROOTED,2
ROOTS,5
ROPE,2
ROPES,1
RORSCHACH,2
ROSALIND,2
ROSCA,4
ROSE,2
ROSEN,2
ROSENBLATT,2
ROSENFELD,4
ROSETTA,2
ROSS,22
ROSY,1
ROTARY,1
ROTATE,12
ROTATED,1
ROTATING,8
ROTATION,8
ROTATIONAL,3
ROTATIONS,4
ROUGH,20
ROUGHLY,63
ROULETTE,2
ROUND,30
ROUNDED,4
ROUNDER,3
ROUNDING,5
ROUNDS,3
ROUNDUP,1
ROUNDWORM,1
ROUTE,12
ROUTED,1
ROUTER,6
ROUTERS,3
ROUTES,3
ROUTINE,14
ROUTINELY,4
ROUTINES,1
ROUTING,19
ROW,45
ROWLING,1
ROWS,44
ROXIMITY,1
ROY,4
ROYAL,1
RPA,4
RRAFOS,1
RSS,2
RSTUDIO,11
RSUS,1
RU,1
RUB,1
RUBBER,3
RUBY,12
RUDE,1
RUDENESS,1
RUDER,4
RUDIMENTARY,4
RUFUS,5
RUINED,2
RUINS,3
RULE,74
RULED,1
RULERS,1
RULES,105
RUMBLING,1
RUMELHART,4
RUMINATING,1
RUMOR,2
RUMOURED,2
RUN,333
RUNAROUND,1
RUNAWAY,3
RUNDOWN,5
RUNES,1
RUNNABLE,2
RUNNER,1
RUNNING,164
RUNS,65
RUNTIME,15
RUPEE,1
RUPEES,4
RUPTURED,1
RUSH,26
RUSHES,3
RUSHING,7
RUSSIA,7
RUSSIAN,12
RUST,1
RUSTY,9
RUTH,2
RUTHLESS,1
RUUSMANN,1
RYAN,9
RYE,6
RYOHJI,2
RYTHME,2
S,4730
SA,2
SAAM,1
SAAS,7
SABEMOS,2
SABER,1
SABOUR,4
SACCORDS,1
SACHIN,3
SACKS,2
SACLAY,2
SACRIFICE,1
SACRIFICED,1
SACRIFICES,4
SAD,2
SADLY,10
SADNESS,1
SAEED,1
SAFE,28
SAFEGUARDING,1
SAFEGUARDS,1
SAFELY,5
SAFER,10
SAFETY,24
SAGE,2
SAGES,1
SAI,2
SAID,209
SAIL,4
SAILED,4
SAKE,21
SALAD,4
SALADS,2
SALARIES,8
SALARY,6
SALE,11
SALES,38
SALESFORCE,24
SALESMAN,2
SALIDA,1
SALIENT,6
SALLE,3
SALMON,16
SALON,16
SALSA,8
SALT,8
SALVADORAN,1
SALVATION,1
SAM,2
SAMANTHA,17
SAME,726
SAMER,6
SAMET,1
SAMIM,2
SAMOTHRAKIS,2
SAMPLE,99
SAMPLED,21
SAMPLERS,2
SAMPLES,65
SAMPLING,31
SAMPSON,1
SAMSUNG,2
SAMUEL,13
SAMUELDROZDOV,4
SAN,23
SANCTUARY,1
SAND,1
SANDBOX,3
SANDERSON,2
SANDIA,1
SANDLER,1
SANDWICH,11
SANE,3
SANGPIL,1
SANIC,1
SANITY,10
SANS,2
SANTA,4
SANTENS,1
SAP,9
SAPIEN,1
SAPIENCE,2
SAPIENT,2
SAPIR,3
SARAH,3
SARCASM,3
SARS,1
SASHA,2
SAT,10
SATCHER,4
SATELLITE,1
SATELLITES,3
SATHER,2
SATIATED,2
SATISFACTION,4
SATISFACTORILY,1
SATISFACTORIOS,1
SATISFACTORY,9
SATISFIED,8
SATISFIES,1
SATISFY,5
SATISFYING,4
SATISFYINGLY,2
SATOSHI,2
SATURATE,4
SATURATED,6
SATURATION,1
SATURDAY,3
SATURN,3
SATYA,2
SAUCE,13
SAUCETM,1
SAUSAGE,21
SAUSAGES,5
SAVAS,2
SAVE,71
SAVED,21
SAVEDROID,6
SAVER,1
SAVES,9
SAVING,27
SAVINGS,10
SAVOIR,5
SAVVY,6
SAW,72
SAY,309
SAYING,57
SAYS,75
SCAFFOLDING,4
SCALA,19
SCALABILITY,5
SCALABLE,15
SCALAR,5
SCALE,162
SCALEABLE,1
SCALED,25
SCALES,4
SCALING,34
SCAN,18
SCANDALS,1
SCANDINAVIAN,1
SCANNED,2
SCANNER,2
SCANNERS,1
SCANNING,7
SCANS,8
SCANT,1
SCAPE,1
SCAR,1
SCARCE,3
SCARCELY,1
SCARE,3
SCARED,9
SCARES,2
SCARLETT,2
SCARY,10
SCATTER,3
SCATTERED,1
SCE,1
SCELLERONT,1
SCENARIO,21
SCENARIOS,22
SCENE,16
SCENERIES,2
SCENES,16
SCENT,2
SCHE,1
SCHEDULE,21
SCHEDULED,15
SCHEDULES,1
SCHEDULING,5
SCHEL,4
SCHEMA,2
SCHEMATIC,1
SCHEMATICALLY,1
SCHEMATICS,1
SCHEME,20
SCHEMES,12
SCHIZOPHRENIC,2
SCHMID,2
SCHMIDHUBER,2
SCHNEIDER,3
SCHOLAR,5
SCHOLARS,4
SCHOLARSHIP,4
SCHOMAS,3
SCHOOL,64
SCHOOLS,10
SCHOUTSEN,1
SCHREIBER,1
SCHRITTWIESER,2
SCHU,1
SCHULMAN,1
SCHUSTER,6
SCHWARZENAGER,1
SCHWENK,1
SCI,11
SCIENCE,460
SCIENCEROCKSTARS,3
SCIENCES,28
SCIENCY,5
SCIENTIFIC,41
SCIENTIFICALLY,2
SCIENTIFIQUES,1
SCIENTIST,87
SCIENTISTS,103
SCIFIIDEAS,1
SCIKIT,95
SCIKITS,4
SCILAB,4
SCIPY,41
SCL,8
SCOBLE,1
SCOFF,1
SCOOT,1
SCOPE,73
SCORE,69
SCORECARDS,1
SCORED,5
SCORES,41
SCORING,8
SCOTT,6
SCOURGE,1
SCOUT,10
SCOWLING,1
SCRAMBLING,3
SCRAP,1
SCRAPBOOK,1
SCRAPE,2
SCRAPED,17
SCRAPING,9
SCRATCH,64
SCRATCHED,3
SCRATCHING,1
SCREAM,5
SCREAMING,5
SCREEN,49
SCREENING,10
SCREENINGS,4
SCREENPLAY,1
SCREENPLAYS,1
SCREENS,13
SCREENSHOT,24
SCREENSHOTS,3
SCREW,12
SCREWDRIVER,10
SCREWDRIVERS,2
SCREWDRIVERY,2
SCRIMBA,9
SCRIPT,56
SCRIPTED,1
SCRIPTING,4
SCRIPTS,17
SCROLL,3
SCROLLER,3
SCRUTINIZED,2
SCRUTINY,11
SCRYING,1
SCUBA,1
SCULPTED,2
SD,1
SDS,1
SE,48
SEA,6
SEABORN,1
SEADRAGON,4
SEAFOOD,1
SEAGATE,5
SEAMAN,1
SEAMLESS,3
SEAMLESSLY,3
SEAMS,2
SEAN,2
SEARCH,293
SEARCHABLE,2
SEARCHBAR,2
SEARCHED,5
SEARCHER,1
SEARCHES,18
SEARCHING,17
SEARLE,2
SEASON,8
SEASONAL,14
SEASONALITY,1
SEASONED,1
SEASONS,1
SEAT,4
SEATED,1
SEATTLE,5
SEAU,11
SEAUX,1
SEBASTIAN,10
SEC,7
SECOND,265
SECONDARY,3
SECONDLY,14
SECONDS,33
SECRET,9
SECRETARY,2
SECRETS,3
SECTION,89
SECTIONS,23
SECTOR,11
SECTORS,8
SECURE,23
SECURED,8
SECURITY,38
SEDATED,1
SEDOL,10
SEDUCTION,2
SEE,773
SEED,34
SEEDED,3
SEEDING,4
SEEING,80
SEEK,9
SEEKING,6
SEEKS,4
SEEKSTORM,2
SEEM,115
SEEMED,35
SEEMING,3
SEEMINGLY,18
SEEMS,118
SEEN,206
SEEPING,1
SEES,18
SEGMENT,11
SEGMENTATION,64
SEGMENTATIONS,5
SEGMENTS,11
SEGNET,1
SEGUE,1
SEGUEM,1
SEGUINTE,1
SEGUNDO,1
SEIF,1
SEIN,5
SEIS,1
SEIZE,1
SELDON,1
SELECIONAR,1
SELECT,76
SELECTED,41
SELECTING,21
SELECTION,42
SELECTIONS,6
SELECTIVE,24
SELECTIVELY,4
SELECTKBEST,1
SELECTS,5
SELF,204
SELFIE,9
SELFIES,23
SELL,24
SELLER,5
SELLING,17
SELLS,4
SELON,4
SELVES,4
SEM,1
SEMA,4
SEMANTIC,82
SEMANTICALLY,6
SEMANTICS,14
SEMBLANCE,1
SEMBLE,1
SEMEJANTES,2
SEMESTER,1
SEMI,13
SEMINAL,4
SEN,1
SEND,28
SENDAK,1
SENDERS,1
SENDING,18
SENDS,7
SENIOR,7
SENIORS,1
SENS,3
SENSATION,2
SENSE,162
SENSES,7
SENSETIME,2
SENSIBLE,33
SENSICAL,1
SENSITIVE,17
SENSITIVITY,3
SENSOR,5
SENSORICA,1
SENSORIMOTOR,10
SENSORS,13
SENSORY,10
SENT,24
SENTATIONS,1
SENTDEX,2
SENTENCE,128
SENTENCES,71
SENTENT,1
SENTERA,1
SENTES,1
SENTIDO,1
SENTIENT,2
SENTIMENT,15
SENTIMIENTO,1
SENTS,1
SEO,5
SEPARABLE,4
SEPARATE,74
SEPARATED,12
SEPARATELY,26
SEPARATES,4
SEPARATING,5
SEPARATION,4
SEPASSI,1
SEPHORA,3
SEPP,1
SEPTEMBER,19
SEQ,6
SEQUEL,8
SEQUENCE,170
SEQUENCED,2
SEQUENCEEXAMPLE,1
SEQUENCERS,1
SEQUENCES,45
SEQUENCING,2
SEQUENT,1
SEQUENTIAL,29
SEQUENTIALLY,19
SER,3
SERA,2
SERAIENT,1
SERAIT,1
SERENE,5
SERENELY,1
SERIES,257
SERIOUS,48
SERIOUSLY,16
SERIOUSNESS,1
SERONS,1
SERPENTAI,1
SERRA,1
SERVANT,2
SERVE,38
SERVED,12
SERVER,42
SERVERS,13
SERVES,15
SERVICE,120
SERVICED,1
SERVICES,135
SERVICING,2
SERVING,14
SERVITUDE,1
SES,3
SESSION,31
SESSIONS,16
SET,528
SETHBLING,1
SETS,76
SETTING,50
SETTINGS,12
SETTLE,11
SETTLED,6
SETTLING,1
SETUP,46
SEUL,3
SEULE,2
SEULEMENT,4
SEULS,2
SEVEN,19
SEVENFOLD,1
SEVENTEEN,4
SEVENTY,2
SEVERAL,195
SEVERED,1
SEVERELY,1
SEWING,1
SEX,115
SEXIST,2
SEXUAL,41
SEXUALITY,2
SEXUALLY,8
SEXY,2
SF,1
SGD,10
SH,6
SHABANG,1
SHABBY,1
SHADE,3
SHADED,4
SHADES,3
SHADING,1
SHADOW,3
SHADOWED,1
SHADOWS,4
SHAFFER,1
SHAFKAT,1
SHAH,8
SHAKE,2
SHAKESPEARE,7
SHAKING,2
SHALL,9
SHALLOW,16
SHALLOWER,1
SHAM,2
SHAMAN,1
SHAME,6
SHAMELESS,5
SHAMELESSLY,1
SHANAHAN,6
SHANE,4
SHANKAR,4
SHANNON,15
SHAOQING,5
SHAPE,75
SHAPED,19
SHAPELINESS,1
SHAPES,18
SHAPING,13
SHAPLEY,2
SHARE,115
SHARED,33
SHAREDDATA,1
SHAREHOLDERS,2
SHARES,11
SHARING,74
SHARK,1
SHARKS,2
SHARMA,1
SHARP,10
SHARPEN,2
SHARPER,1
SHARPNESS,2
SHAUNEW,2
SHAW,1
SHAZAM,3
SHE,263
SHEAR,10
SHED,3
SHEER,3
SHEET,155
SHEETCAKE,3
SHEETS,8
SHEIKH,2
SHEIKHS,4
SHEILA,2
SHEL,1
SHELF,3
SHELL,8
SHELTON,1
SHELVES,2
SHENG,1
SHEPHERDING,2
SHERA,1
SHERLOCK,2
SHIFT,35
SHIFTED,11
SHIFTING,3
SHIFTS,11
SHIH,1
SHIMMERED,1
SHIMMERING,1
SHINE,4
SHINES,1
SHINING,3
SHINY,1
SHIP,11
SHIPPED,1
SHIPPING,13
SHIPS,2
SHIRT,5
SHIT,1
SHITAL,1
SHITLOAD,1
SHIVON,2
SHOCK,2
SHOCKED,1
SHOCKING,4
SHOE,2
SHOES,11
SHOGI,6
SHOOK,3
SHOOT,10
SHOOTING,25
SHOP,4
SHOPPABLE,3
SHOPPERS,2
SHOPPING,13
SHOPS,5
SHORE,2
SHORT,159
SHORTAGE,5
SHORTCHANGE,2
SHORTCOMING,1
SHORTCOMINGS,5
SHORTCUT,3
SHORTENED,1
SHORTENING,10
SHORTENS,2
SHORTER,22
SHORTEST,4
SHORTLY,2
SHOT,25
SHOTS,3
SHOULD,603
SHOULDCARE,1
SHOULDER,7
SHOULDERING,1
SHOULDERS,4
SHOULDN,25
SHOUTED,1
SHOUTING,1
SHOVEL,3
SHOVELS,6
SHOVING,2
SHOW,486
SHOWCASE,4
SHOWCASES,2
SHOWED,38
SHOWING,34
SHOWN,106
SHOWS,82
SHRIMP,4
SHRINK,5
SHRINKAGE,1
SHRINKING,4
SHRUG,1
SHRUGGED,1
SHRUNK,1
SHUFFLE,6
SHUFFLED,7
SHUFFLING,11
SHUT,5
SHUTS,1
SHUTTING,2
SHY,10
SHYAMALAN,2
SI,12
SIAMESE,1
SIBLINGS,1
SICAS,1
SICK,6
SICKENING,1
SIDE,84
SIDEBARS,1
SIDED,2
SIDENOTE,4
SIDENT,1
SIDES,4
SIDETRACKED,1
SIDEWALK,1
SIDEWAYS,3
SIDO,2
SIEBEL,1
SIEN,1
SIFT,2
SIFTING,1
SIGHT,15
SIGHTS,5
SIGMA,2
SIGMOID,102
SIGMOIDAL,2
SIGMOIDS,4
SIGN,29
SIGNAL,45
SIGNALED,1
SIGNALING,4
SIGNALS,37
SIGNATURE,4
SIGNATURES,1
SIGNBOARDS,1
SIGNED,4
SIGNIFICANCE,9
SIGNIFICANT,115
SIGNIFICANTLY,55
SIGNIFICATIVEMENT,1
SIGNING,18
SIGNS,22
SIGNUP,1
SIGNUPS,2
SIGUIENTE,6
SILENCE,11
SILENT,2
SILENTLY,6
SILICON,34
SILK,6
SILLY,3
SILOS,1
SILVER,11
SILVERSTEIN,3
SILVERY,1
SIM,4
SIMARD,3
SIMIA,1
SIMILAR,313
SIMILARES,5
SIMILARITIES,20
SIMILARITY,41
SIMILARLY,30
SIMILARS,1
SIMILITUD,1
SIMMER,2
SIMO,1
SIMON,17
SIMONYAN,2
SIMPLE,471
SIMPLEMENT,1
SIMPLER,45
SIMPLEST,36
SIMPLICITY,15
SIMPLIFICATION,4
SIMPLIFIED,19
SIMPLIFIES,4
SIMPLIFY,15
SIMPLIFYING,1
SIMPLISTIC,5
SIMPLY,208
SIMPSON,1
SIMPSONS,1
SIMULACRUM,1
SIMULATE,26
SIMULATED,54
SIMULATES,1
SIMULATING,6
SIMULATION,61
SIMULATIONS,75
SIMULATOR,2
SIMULTANEOUS,4
SIMULTANEOUSLY,28
SIN,2
SINAN,1
SINCE,290
SING,1
SINGER,3
SINGH,3
SINGING,2
SINGLE,343
SINGLED,1
SINGLES,1
SINGULAR,20
SINGULARITARIAN,1
SINGULARITARIANS,3
SINGULARITE,1
SINGULARITY,16
SINK,8
SINO,2
SINTA,2
SINTEF,1
SINUS,1
SIPPING,1
SIR,1
SIRAJ,1
SIRI,47
SIRVEN,1
SISTER,4
SIT,19
SITCOM,2
SITE,36
SITES,27
SITS,6
SITTING,31
SITUATED,2
SITUATION,67
SITUATIONAL,1
SITUATIONS,39
SIX,64
SIXTEEN,4
SIXTH,3
SIXTY,8
SIZABLE,2
SIZE,264
SIZED,23
SIZES,57
SIZING,1
SKA,2
SKELETON,1
SKEPTICAL,2
SKEPTICISM,1
SKEPTICS,1
SKETCH,24
SKETCHED,2
SKETCHES,7
SKEWED,1
SKEWS,4
SKFLOW,1
SKI,2
SKIDS,1
SKIERS,2
SKIES,1
SKILL,21
SKILLED,26
SKILLFUL,1
SKILLS,94
SKIMP,2
SKIN,20
SKINNER,2
SKINSUIT,1
SKIP,36
SKIPPED,3
SKIPPING,13
SKLEARN,9
SKOLTECH,1
SKOMOROCH,2
SKULL,4
SKY,10
SKYDIVER,2
SKYNET,2
SKYPE,4
SKYROCKETS,1
SKYSCRAPER,1
SL,20
SLA,2
SLACK,29
SLACKERS,1
SLAM,1
SLAMMED,2
SLAP,1
SLAS,1
SLASH,2
SLATE,2
SLATED,2
SLAVE,1
SLEEP,6
SLEEPING,5
SLEEVES,1
SLEPT,3
SLEW,3
SLI,7
SLICE,2
SLICED,4
SLICES,5
SLID,7
SLIDE,28
SLIDED,1
SLIDERS,2
SLIDES,37
SLIDESHOW,1
SLIDING,25
SLIGHT,15
SLIGHTEST,5
SLIGHTLY,101
SLIME,2
SLIPPERS,1
SLOAN,4
SLOPE,16
SLOPES,1
SLOPING,1
SLOPPY,4
SLOT,16
SLOUISE,1
SLOVENIA,1
SLOW,63
SLOWDOWN,5
SLOWED,3
SLOWER,31
SLOWING,6
SLOWLY,46
SLOWNESS,4
SLUMP,4
SLURS,2
SLUSH,2
SMALL,276
SMALLER,91
SMALLEST,6
SMALLISH,1
SMALLNORB,1
SMART,142
SMARTER,53
SMARTEST,10
SMARTLY,2
SMARTPHONE,19
SMARTPHONES,11
SMARTWATCH,3
SMARTWATCHES,3
SMATTERING,1
SMATTERINGS,1
SMBS,3
SMELL,5
SMELLING,1
SMELLY,1
SMI,5
SMILE,18
SMILED,4
SMILING,13
SMITH,10
SMITHIES,2
SML,2
SMOKE,2
SMOKING,2
SMOLA,1
SMOLE,1
SMOLENSKY,8
SMOOTH,6
SMOOTHED,1
SMOOTHER,4
SMOOTHIES,2
SMOOTHING,1
SMOOTHLY,12
SMOOTHNESS,1
SMOTHERS,1
SMS,8
SMUDGES,1
SMUGLY,1
SN,2
SNAP,4
SNAPCASH,1
SNAPCHAT,1
SNAPPED,6
SNAPPIER,3
SNAPPING,2
SNAPPY,2
SNAPSHOT,13
SNAPSHOTS,1
SNEAK,4
SNEAKED,1
SNEAKERS,1
SNEAKPEEK,1
SNEEZE,2
SNIPPET,14
SNIPPETS,4
SNIPS,4
SNITCHING,1
SNN,2
SNNS,12
SNOT,1
SNOW,1
SNOWFLAKE,1
SNUFFING,1
SNUGLY,5
SO,1810
SOAK,3
SOAKED,1
SOAR,2
SOBEL,3
SOBER,8
SOC,3
SOCHER,6
SOCIAL,175
SOCIALES,1
SOCIALISM,1
SOCIALIZATION,1
SOCIALIZING,4
SOCIAUX,1
SOCIE,1
SOCIETAL,14
SOCIETIES,7
SOCIETY,51
SOCIOECONOMIC,3
SOCIOLOGICALLY,1
SOCIOLOGY,2
SOCKET,1
SOCKETS,2
SOCKS,2
SODAS,1
SODIUM,3
SOFA,1
SOFT,13
SOFTEN,1
SOFTLY,5
SOFTMAX,60
SOFTMAXGREEN,5
SOFTWARE,316
SOIENT,2
SOIL,1
SOIT,4
SOLAR,20
SOLD,17
SOLDIERS,3
SOLE,2
SOLELY,10
SOLI,2
SOLID,16
SOLIDIFY,9
SOLIDIFYING,1
SOLIDITY,1
SOLITAIRE,4
SOLO,2
SOLOMON,3
SOLOVAY,1
SOLUMENT,1
SOLUTION,156
SOLUTIONS,83
SOLUTIONSDRAMATICALLY,2
SOLVABLE,2
SOLVE,197
SOLVED,45
SOLVENT,2
SOLVERS,2
SOLVES,4
SOLVING,66
SOMA,2
SOMADE,2
SOMALIA,4
SOME,1169
SOMEBODY,6
SOMEDAY,3
SOMEHOW,16
SOMEONE,140
SOMEPLACE,1
SOMERVILLE,2
SOMESUCH,2
SOMETHING,423
SOMETHINKG,1
SOMETIME,15
SOMETIMES,102
SOMEWHAT,45
SOMEWHERE,13
SOMME,1
SOMMES,5
SON,9
SONAL,1
SONG,37
SONGS,30
SONGWRITER,2
SONGWRITING,1
SONGZA,4
SONI,1
SONNET,3
SONNETS,1
SONNONS,1
SONT,20
SOON,111
SOONER,5
SOONISH,5
SOOTHE,1
SOPHIA,2
SOPHIACIOCCA,2
SOPHISTIC,1
SOPHISTICATED,53
SOPHISTICATION,3
SORELY,3
SORMAIS,3
SORRY,11
SORT,99
SORTE,1
SORTED,11
SORTING,4
SORTS,19
SOTO,1
SOUDRE,1
SOUGHT,2
SOUHAITABLE,1
SOUL,2
SOULEVER,1
SOUND,128
SOUNDARARAJ,1
SOUNDED,10
SOUNDING,13
SOUNDPROOF,2
SOUNDS,62
SOUP,2
SOUR,9
SOURCE,146
SOURCED,13
SOURCES,34
SOURCING,2
SOURIRE,1
SOUS,1
SOUTENIR,1
SOUTH,9
SOUVENIR,1
SOUVENT,1
SOYLENT,1
SP,34
SPACE,222
SPACECRAFT,2
SPACED,8
SPACEFLIGHT,1
SPACES,28
SPACESHIP,2
SPACESHIPS,7
SPACEX,1
SPACIAL,3
SPACING,5
SPACY,1
SPAM,19
SPAMMERS,2
SPAN,3
SPANGLED,1
SPANISH,20
SPANNED,2
SPANNER,1
SPANNING,2
SPANS,4
SPARE,15
SPARK,35
SPARKED,8
SPARKLED,1
SPARKLING,5
SPARKS,2
SPARKSGROVE,1
